,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,,,,
E01002218,697,42.93%,37.55%,13.46%,3.23%,2.83%,43.12%,43.22%,8.99%,2.83%,1.84%,36.28%,44.63%,13.40%,3.55%,2.13%,41.50%,46.34%,7.84%,3.39%,0.93%,53.57%,35.13%,8.61%,1.75%,0.94%,50.27%,38.68%,8.76%,1.21%,1.08%,54.30%,40.38%,3.14%,1.23%,0.95%,Harrow,Harrow,London,EPN
E01002219,622,46.93%,39.84%,5.67%,2.05%,5.51%,47.77%,40.16%,6.30%,3.85%,1.93%,37.61%,46.31%,9.50%,2.16%,4.42%,45.27%,43.33%,6.01%,4.39%,1.00%,53.86%,39.53%,5.35%,0.79%,0.47%,48.97%,43.29%,6.64%,0.63%,0.47%,53.50%,43.15%,2.23%,0.64%,0.48%,Harrow,Harrow,London,EPN
E01002220,499,41.05%,48.49%,5.63%,2.82%,2.01%,41.24%,48.44%,7.25%,2.11%,0.96%,29.69%,53.44%,13.05%,2.38%,1.45%,38.18%,52.94%,6.05%,2.63%,0.20%,46.48%,43.06%,8.45%,1.41%,0.60%,43.55%,47.98%,6.85%,1.01%,0.60%,46.56%,49.60%,2.23%,1.01%,0.61%,Harrow,Harrow,London,EPN
E01002221,522,43.76%,39.54%,7.87%,4.22%,4.61%,44.00%,42.25%,7.58%,3.62%,2.56%,36.10%,45.14%,11.24%,4.32%,3.20%,42.53%,44.99%,6.79%,4.20%,1.49%,51.06%,38.00%,8.45%,1.34%,1.15%,49.14%,41.07%,7.49%,1.15%,1.15%,51.46%,43.30%,2.91%,1.17%,1.17%,Harrow,Harrow,London,EPN
E01002222,501,42.00%,53.00%,3.00%,0.80%,1.20%,42.62%,50.98%,5.14%,0.26%,1.00%,32.36%,54.73%,11.12%,0.80%,1.00%,41.37%,53.42%,3.95%,0.46%,0.80%,45.20%,46.20%,8.00%,0.40%,0.20%,42.20%,50.40%,6.40%,0.40%,0.60%,46.69%,51.30%,1.60%,0.20%,0.20%,Harrow,Harrow,London,EPN
E01002223,600,41.57%,52.75%,3.34%,1.17%,1.17%,41.65%,51.22%,6.38%,0.42%,0.33%,32.40%,54.51%,11.83%,0.76%,0.50%,40.33%,54.28%,4.64%,0.58%,0.17%,45.08%,46.91%,7.35%,0.50%,0.17%,42.24%,51.42%,6.01%,0.00%,0.33%,46.24%,52.59%,1.00%,0.00%,0.17%,Harrow,Harrow,London,EPN
E01002224,485,40.86%,43.61%,9.23%,3.34%,2.95%,40.97%,48.97%,7.92%,1.42%,0.72%,34.70%,50.94%,10.25%,2.98%,1.13%,39.18%,51.60%,7.23%,1.60%,0.40%,51.47%,41.26%,5.89%,0.79%,0.59%,48.13%,45.78%,5.11%,0.39%,0.59%,51.30%,46.11%,1.60%,0.40%,0.60%,Harrow,Harrow,London,EPN
E01002225,743,33.76%,36.77%,14.97%,6.84%,7.66%,33.91%,42.16%,13.66%,5.42%,4.84%,27.39%,41.44%,18.07%,7.10%,6.00%,29.21%,45.65%,15.55%,6.48%,3.11%,46.29%,37.82%,10.90%,3.02%,1.97%,40.66%,42.37%,12.21%,2.44%,2.32%,43.35%,46.34%,5.84%,2.36%,2.11%,Harrow,Harrow,London,EPN
E01002226,1184,44.16%,31.31%,14.56%,5.30%,4.67%,44.86%,37.94%,10.16%,4.30%,2.74%,40.26%,37.92%,12.57%,5.72%,3.53%,43.39%,39.46%,10.59%,5.45%,1.12%,58.80%,30.22%,6.70%,2.57%,1.71%,53.98%,33.85%,8.03%,2.34%,1.79%,56.75%,35.57%,3.68%,2.24%,1.76%,Harrow,Harrow,London,EPN
E01002227,626,46.24%,45.12%,6.24%,1.12%,1.28%,47.95%,44.44%,5.94%,1.35%,0.31%,41.51%,48.47%,7.85%,1.24%,0.93%,47.32%,45.66%,5.44%,1.36%,0.22%,51.68%,41.60%,5.60%,0.96%,0.16%,47.76%,45.67%,5.61%,0.64%,0.32%,54.68%,42.74%,1.94%,0.48%,0.16%,Harrow,Harrow,London,EPN
E01002228,823,42.56%,43.61%,9.26%,2.46%,2.11%,43.09%,44.59%,9.13%,2.20%,0.98%,36.91%,44.65%,14.44%,2.68%,1.33%,41.53%,46.69%,9.01%,2.47%,0.30%,52.52%,37.87%,7.74%,1.29%,0.59%,47.00%,42.77%,8.58%,0.94%,0.71%,51.19%,44.64%,2.62%,0.95%,0.60%,Harrow,Harrow,London,EPN
E01002229,779,43.56%,41.41%,8.96%,3.66%,2.40%,44.31%,44.67%,6.78%,3.02%,1.22%,38.30%,45.56%,11.02%,3.26%,1.87%,43.73%,45.72%,6.92%,3.25%,0.38%,53.79%,37.50%,6.06%,1.77%,0.88%,48.10%,43.92%,5.70%,1.39%,0.89%,54.22%,41.43%,2.05%,1.41%,0.90%,Harrow,Harrow,London,EPN
E01002230,666,33.48%,52.55%,8.88%,2.62%,2.47%,33.54%,53.02%,9.47%,2.24%,1.73%,26.67%,51.02%,16.99%,3.30%,2.02%,32.37%,56.45%,7.44%,2.85%,0.88%,41.48%,46.58%,8.88%,2.04%,1.02%,37.46%,50.29%,9.62%,1.46%,1.17%,42.42%,53.02%,2.06%,1.47%,1.03%,Harrow,Harrow,London,EPN
E01002231,716,51.75%,41.82%,3.08%,1.82%,1.54%,52.24%,40.63%,4.91%,1.23%,1.00%,41.21%,47.01%,9.09%,1.32%,1.36%,49.40%,44.62%,4.02%,1.26%,0.70%,56.22%,36.78%,5.73%,0.84%,0.42%,53.01%,40.98%,5.03%,0.56%,0.42%,56.80%,41.37%,0.84%,0.56%,0.42%,Harrow,Harrow,London,EPN
E01002232,747,38.74%,34.68%,2.03%,0.24%,24.31%,38.90%,32.85%,9.77%,11.53%,6.95%,33.25%,35.61%,7.01%,13.56%,10.58%,38.02%,35.14%,8.35%,13.63%,4.86%,41.00%,52.21%,6.44%,0.36%,0.00%,37.83%,57.52%,4.53%,0.00%,0.12%,40.81%,58.35%,0.84%,0.00%,0.00%,Harrow,Harrow,London,EPN
E01002233,868,44.41%,31.98%,12.43%,5.76%,5.42%,44.81%,39.42%,9.96%,3.78%,2.03%,38.64%,40.80%,12.40%,5.22%,2.94%,43.11%,41.56%,9.66%,4.53%,1.15%,58.42%,32.88%,6.10%,1.58%,1.02%,55.10%,35.83%,6.24%,1.59%,1.25%,58.74%,35.98%,2.76%,1.49%,1.03%,Harrow,Harrow,London,EPN
E01002234,571,49.91%,43.26%,3.15%,1.58%,2.10%,49.86%,42.08%,6.08%,1.00%,0.97%,35.64%,51.73%,9.99%,1.27%,1.38%,46.38%,46.78%,5.04%,0.99%,0.81%,52.54%,40.11%,6.30%,0.88%,0.18%,50.44%,42.91%,5.78%,0.53%,0.35%,53.33%,44.04%,1.93%,0.53%,0.18%,Harrow,Harrow,London,EPN
E01002235,617,49.10%,39.61%,6.93%,2.11%,2.26%,49.97%,41.90%,6.20%,1.05%,0.88%,42.31%,46.36%,7.55%,2.73%,1.05%,47.47%,45.23%,5.49%,1.66%,0.15%,56.93%,36.75%,4.82%,0.75%,0.75%,53.54%,39.37%,5.73%,0.60%,0.75%,57.14%,40.27%,1.22%,0.61%,0.76%,Harrow,Harrow,London,EPN
E01002236,789,51.27%,37.31%,5.96%,3.05%,2.41%,51.69%,38.73%,6.66%,1.31%,1.60%,38.75%,47.74%,9.46%,2.15%,1.90%,48.35%,42.80%,6.21%,1.53%,1.11%,58.63%,34.77%,5.20%,0.76%,0.63%,55.53%,37.87%,5.34%,0.64%,0.64%,58.26%,38.16%,2.43%,0.51%,0.64%,Harrow,Harrow,London,EPN
E01002237,686,45.78%,34.76%,11.16%,4.72%,3.58%,46.18%,41.00%,8.59%,3.09%,1.14%,41.70%,41.29%,11.37%,3.46%,2.18%,44.80%,43.15%,8.40%,3.36%,0.29%,56.94%,35.62%,5.15%,1.43%,0.86%,53.58%,38.25%,6.02%,1.29%,0.86%,56.01%,39.65%,2.32%,1.16%,0.87%,Harrow,Harrow,London,EPN
E01002238,633,43.99%,50.00%,4.59%,0.63%,0.79%,44.25%,49.33%,5.52%,0.28%,0.62%,33.60%,54.53%,10.72%,0.48%,0.67%,42.19%,52.88%,4.06%,0.55%,0.32%,48.73%,45.09%,5.38%,0.47%,0.32%,45.57%,47.94%,5.85%,0.32%,0.32%,48.97%,49.44%,1.11%,0.16%,0.32%,Harrow,Harrow,London,EPN
E01002239,876,41.96%,52.79%,4.33%,0.46%,0.46%,41.16%,51.49%,6.78%,0.12%,0.45%,33.25%,52.61%,13.34%,0.34%,0.45%,40.49%,54.24%,4.69%,0.34%,0.23%,45.15%,45.84%,8.10%,0.68%,0.23%,40.59%,51.54%,7.41%,0.23%,0.23%,46.22%,52.29%,1.03%,0.23%,0.23%,Harrow,Harrow,London,EPN
E01002240,658,37.37%,30.53%,17.37%,9.21%,5.53%,37.31%,43.52%,12.92%,3.13%,3.12%,29.65%,44.86%,16.28%,5.47%,3.74%,34.56%,46.48%,13.30%,3.95%,1.71%,57.50%,33.29%,6.32%,1.32%,1.58%,55.26%,35.79%,5.92%,1.32%,1.71%,55.21%,38.50%,3.61%,1.07%,1.60%,Harrow,Harrow,London,EPN
E01002241,700,43.12%,53.15%,2.58%,0.57%,0.57%,45.00%,50.24%,3.89%,0.86%,0.00%,37.68%,54.08%,7.48%,0.77%,0.00%,44.95%,51.03%,3.02%,1.00%,0.00%,44.56%,49.43%,5.44%,0.29%,0.29%,42.98%,52.29%,4.44%,0.00%,0.29%,51.44%,47.27%,1.01%,0.00%,0.29%,Harrow,Harrow,London,EPN
E01002242,635,36.59%,58.04%,3.79%,0.63%,0.95%,37.13%,51.76%,10.12%,0.52%,0.47%,29.53%,51.68%,17.22%,1.11%,0.47%,36.17%,57.99%,5.05%,0.47%,0.32%,40.06%,47.79%,11.36%,0.63%,0.16%,36.12%,54.26%,9.15%,0.32%,0.16%,40.38%,57.73%,1.58%,0.16%,0.16%,Harrow,Harrow,London,EPN
E01002243,894,46.18%,26.91%,16.65%,5.97%,4.29%,46.51%,38.27%,8.63%,4.56%,2.04%,42.62%,39.17%,9.91%,5.44%,2.86%,44.57%,40.71%,8.49%,5.16%,1.06%,64.92%,25.55%,5.97%,2.20%,1.36%,62.12%,27.91%,6.51%,2.10%,1.36%,64.32%,28.65%,3.62%,2.02%,1.38%,Havering,Havering,London,EPN
E01002244,752,43.94%,37.25%,11.74%,3.16%,3.91%,43.75%,44.42%,8.32%,2.21%,1.30%,34.02%,48.43%,11.87%,3.72%,1.97%,41.30%,47.42%,8.14%,2.50%,0.63%,57.70%,34.22%,6.57%,0.88%,0.63%,55.30%,35.73%,7.32%,0.63%,1.01%,57.23%,39.34%,2.16%,0.63%,0.63%,Havering,Havering,London,EPN
E01002245,651,40.37%,48.23%,6.16%,2.77%,2.47%,38.27%,51.46%,6.89%,1.70%,1.68%,28.38%,55.54%,11.98%,2.01%,2.09%,36.09%,55.32%,5.49%,2.02%,1.09%,44.84%,45.30%,7.86%,1.23%,0.77%,42.90%,48.61%,6.48%,0.93%,1.08%,47.12%,48.99%,2.33%,0.78%,0.78%,Havering,Havering,London,EPN
E01002246,644,40.44%,48.83%,6.07%,2.02%,2.64%,39.26%,50.68%,7.56%,1.41%,1.08%,28.89%,54.46%,12.78%,2.40%,1.48%,37.92%,54.07%,6.05%,1.17%,0.78%,45.26%,45.88%,7.78%,0.62%,0.47%,41.37%,51.79%,5.91%,0.47%,0.47%,46.72%,50.94%,1.56%,0.31%,0.47%,Havering,Havering,London,EPN
E01002247,890,49.63%,37.62%,9.27%,2.11%,1.37%,49.56%,43.30%,5.67%,0.77%,0.70%,36.61%,51.95%,9.48%,1.04%,0.92%,46.52%,47.84%,4.25%,0.88%,0.50%,64.59%,29.50%,5.06%,0.53%,0.32%,60.48%,35.19%,3.79%,0.21%,0.32%,64.14%,34.26%,1.07%,0.21%,0.32%,Havering,Havering,London,EPN
E01002248,626,93.21%,5.25%,0.88%,0.22%,0.44%,93.14%,5.12%,1.28%,0.10%,0.36%,91.86%,6.21%,1.41%,0.17%,0.36%,59.81%,31.71%,5.98%,0.62%,1.87%,93.98%,4.43%,1.42%,0.16%,0.00%,63.08%,32.62%,3.69%,0.00%,0.62%,64.49%,33.96%,1.56%,0.00%,0.00%,Havering,Havering,London,EPN
E01002249,1754,40.10%,32.42%,14.30%,8.02%,5.17%,40.50%,39.23%,11.66%,5.64%,2.96%,34.32%,41.09%,13.60%,7.07%,3.92%,37.55%,42.32%,12.32%,6.78%,1.03%,47.92%,39.47%,7.63%,2.75%,2.22%,51.09%,35.93%,8.18%,2.47%,2.32%,52.13%,38.21%,4.96%,2.43%,2.28%,Havering,Havering,London,EPN
E01002250,746,39.19%,33.81%,16.13%,3.82%,7.05%,39.60%,45.68%,10.64%,2.21%,1.88%,27.69%,52.35%,11.71%,5.07%,3.17%,37.06%,48.79%,10.41%,2.48%,1.26%,59.02%,34.41%,5.26%,0.72%,0.60%,56.17%,37.25%,4.91%,0.60%,1.08%,58.33%,38.29%,2.29%,0.48%,0.60%,Havering,Havering,London,EPN
E01002251,528,49.34%,48.96%,1.71%,0.00%,0.00%,50.28%,45.74%,3.98%,0.00%,0.00%,40.01%,52.90%,7.09%,0.00%,0.00%,50.01%,47.72%,2.28%,0.00%,0.00%,51.61%,42.88%,5.31%,0.19%,0.00%,48.20%,48.01%,3.80%,0.00%,0.00%,55.60%,44.02%,0.38%,0.00%,0.00%,Havering,Havering,London,EPN
E01002252,637,45.44%,49.84%,3.46%,0.31%,0.94%,45.36%,47.25%,6.51%,0.25%,0.62%,35.27%,52.75%,11.03%,0.16%,0.79%,44.56%,49.93%,4.63%,0.41%,0.47%,48.43%,43.40%,7.55%,0.63%,0.00%,44.65%,49.21%,5.82%,0.16%,0.16%,49.13%,49.76%,1.10%,0.00%,0.00%,Havering,Havering,London,EPN
E01002253,623,34.73%,60.93%,3.22%,0.00%,1.13%,35.32%,55.51%,8.04%,0.00%,1.13%,26.80%,56.22%,15.85%,0.00%,1.13%,34.65%,59.40%,4.82%,0.00%,1.13%,38.59%,48.87%,11.41%,1.13%,0.00%,34.24%,57.07%,8.20%,0.00%,0.48%,39.39%,58.52%,2.09%,0.00%,0.00%,Havering,Havering,London,EPN
E01002254,648,36.07%,55.73%,5.11%,1.39%,1.70%,36.21%,52.20%,10.00%,0.85%,0.74%,27.14%,54.50%,15.88%,1.56%,0.93%,34.96%,56.99%,6.80%,0.95%,0.29%,40.40%,47.99%,9.44%,1.86%,0.31%,36.07%,55.11%,8.20%,0.31%,0.31%,40.31%,56.43%,2.64%,0.31%,0.31%,Havering,Havering,London,EPN
E01002255,646,41.49%,49.39%,4.71%,1.52%,2.89%,41.64%,49.77%,6.83%,0.70%,1.06%,29.20%,57.97%,9.78%,1.56%,1.49%,41.03%,51.68%,5.54%,0.85%,0.91%,48.02%,45.14%,6.38%,0.30%,0.15%,44.38%,50.15%,4.71%,0.00%,0.76%,50.76%,47.87%,1.22%,0.00%,0.15%,Havering,Havering,London,EPN
E01002256,634,39.06%,54.49%,5.04%,0.31%,1.10%,39.65%,52.88%,6.60%,0.56%,0.31%,30.13%,56.24%,12.48%,0.68%,0.47%,39.30%,54.72%,5.11%,0.72%,0.16%,43.31%,46.46%,9.45%,0.63%,0.16%,39.84%,52.44%,7.56%,0.00%,0.16%,45.04%,53.70%,1.10%,0.00%,0.16%,Havering,Havering,London,EPN
E01002257,675,29.21%,42.66%,18.03%,4.44%,5.65%,29.45%,47.89%,17.24%,3.29%,2.13%,24.14%,45.65%,20.87%,6.43%,2.92%,28.02%,52.63%,14.39%,4.42%,0.54%,44.82%,39.03%,11.57%,2.96%,1.62%,41.30%,43.59%,12.15%,1.35%,1.62%,44.61%,47.61%,4.77%,1.36%,1.64%,Havering,Havering,London,EPN
E01002258,820,51.10%,44.62%,2.81%,0.37%,1.10%,51.70%,43.15%,4.42%,0.61%,0.12%,44.17%,46.03%,8.70%,0.37%,0.73%,51.16%,44.79%,3.32%,0.61%,0.12%,55.01%,39.61%,5.01%,0.37%,0.00%,50.86%,44.62%,4.52%,0.00%,0.00%,56.11%,43.40%,0.49%,0.00%,0.00%,Havering,Havering,London,EPN
E01002259,623,43.01%,45.68%,3.45%,1.41%,6.44%,43.12%,43.85%,5.81%,5.83%,1.39%,28.10%,53.89%,10.34%,2.19%,5.47%,40.28%,48.26%,4.40%,5.83%,1.23%,46.47%,45.53%,7.06%,0.78%,0.16%,43.17%,50.39%,5.49%,0.47%,0.47%,46.94%,50.39%,2.04%,0.47%,0.16%,Havering,Havering,London,EPN
E01002260,663,38.21%,54.63%,4.93%,0.75%,1.49%,38.79%,54.57%,5.55%,0.64%,0.44%,28.95%,58.37%,10.59%,1.49%,0.59%,37.52%,56.81%,4.78%,0.60%,0.30%,46.42%,47.01%,5.97%,0.45%,0.15%,40.60%,53.43%,5.52%,0.30%,0.15%,46.57%,51.79%,1.34%,0.15%,0.15%,Havering,Havering,London,EPN
E01002261,677,45.56%,45.56%,3.70%,2.37%,2.81%,46.46%,44.77%,5.19%,2.06%,1.53%,30.82%,56.21%,8.79%,1.98%,2.21%,44.68%,47.70%,4.21%,2.22%,1.19%,53.25%,40.24%,5.18%,1.04%,0.30%,46.96%,47.56%,4.30%,0.74%,0.44%,54.01%,43.47%,1.48%,0.74%,0.30%,Havering,Havering,London,EPN
E01002262,649,41.60%,54.39%,2.47%,0.77%,0.77%,42.78%,51.06%,5.20%,0.66%,0.30%,32.79%,55.83%,9.99%,0.93%,0.46%,41.93%,53.29%,4.01%,0.62%,0.15%,46.53%,46.22%,6.32%,0.77%,0.15%,41.91%,51.93%,5.55%,0.46%,0.15%,48.30%,50.31%,0.93%,0.31%,0.15%,Havering,Havering,London,EPN
E01002263,615,46.09%,51.14%,1.95%,0.33%,0.49%,46.44%,49.65%,3.49%,0.25%,0.16%,35.55%,53.87%,10.09%,0.16%,0.33%,45.74%,51.00%,2.84%,0.25%,0.16%,49.67%,46.74%,3.42%,0.16%,0.00%,45.93%,47.56%,6.51%,0.00%,0.00%,50.65%,49.02%,0.33%,0.00%,0.00%,Havering,Havering,London,EPN
E01002264,760,51.99%,30.85%,8.58%,4.48%,4.10%,52.78%,34.99%,7.80%,2.58%,1.85%,47.72%,37.36%,8.54%,3.69%,2.69%,51.65%,36.55%,7.57%,3.27%,0.96%,62.81%,30.72%,4.35%,1.12%,1.00%,59.33%,33.96%,4.73%,1.00%,1.00%,62.89%,32.96%,2.26%,0.88%,1.01%,Havering,Havering,London,EPN
E01002265,671,47.71%,43.57%,4.14%,2.36%,2.22%,48.14%,43.29%,6.25%,1.73%,0.59%,37.15%,49.90%,10.02%,1.90%,1.03%,46.73%,45.44%,6.35%,1.04%,0.44%,54.36%,39.88%,4.87%,0.74%,0.15%,49.78%,44.76%,4.87%,0.44%,0.15%,55.98%,41.65%,1.77%,0.44%,0.15%,Havering,Havering,London,EPN
E01002266,616,33.88%,58.79%,4.56%,1.30%,1.47%,34.94%,58.05%,5.59%,0.93%,0.49%,26.49%,61.75%,9.48%,1.79%,0.49%,35.01%,58.77%,4.96%,0.93%,0.33%,41.04%,53.09%,5.21%,0.49%,0.16%,36.64%,57.65%,5.05%,0.16%,0.49%,46.32%,51.88%,1.47%,0.16%,0.16%,Havering,Havering,London,EPN
E01002267,808,47.81%,41.13%,9.68%,1.15%,0.23%,48.81%,46.47%,4.04%,0.34%,0.34%,38.09%,53.76%,7.34%,0.46%,0.34%,48.46%,47.51%,3.46%,0.34%,0.23%,63.82%,31.68%,3.92%,0.35%,0.23%,60.37%,35.48%,3.80%,0.12%,0.23%,65.97%,32.64%,1.04%,0.12%,0.23%,Havering,Havering,London,EPN
E01002268,533,38.16%,51.69%,6.20%,1.69%,2.26%,38.54%,47.92%,10.98%,1.62%,0.94%,30.18%,50.52%,15.95%,1.66%,1.69%,37.28%,51.79%,8.85%,1.32%,0.75%,41.73%,44.55%,12.03%,1.50%,0.19%,38.72%,50.38%,9.77%,0.94%,0.19%,43.13%,53.48%,2.26%,0.94%,0.19%,Havering,Havering,London,EPN
E01002269,699,33.74%,54.60%,8.92%,1.51%,1.23%,33.84%,57.59%,7.06%,0.83%,0.68%,25.13%,60.13%,12.93%,0.99%,0.82%,32.58%,60.33%,5.71%,0.96%,0.41%,46.36%,44.44%,8.09%,0.82%,0.27%,41.76%,50.55%,7.14%,0.14%,0.41%,46.28%,51.65%,1.65%,0.14%,0.28%,Havering,Havering,London,EPN
E01002270,650,33.20%,38.04%,21.18%,3.79%,3.79%,33.43%,47.76%,14.28%,2.72%,1.81%,28.81%,45.26%,20.08%,3.48%,2.36%,32.30%,49.31%,14.35%,3.38%,0.66%,53.46%,32.94%,10.20%,2.09%,1.31%,50.92%,34.25%,12.60%,0.79%,1.44%,53.77%,40.53%,3.58%,0.79%,1.32%,Havering,Havering,London,EPN
E01002271,543,32.47%,54.24%,10.89%,1.11%,1.29%,32.91%,50.25%,15.00%,0.74%,1.11%,25.70%,44.95%,27.45%,0.64%,1.26%,32.25%,51.91%,14.17%,0.74%,0.92%,36.16%,48.15%,13.10%,2.40%,0.18%,33.21%,49.08%,16.61%,0.37%,0.74%,36.72%,59.04%,3.69%,0.37%,0.18%,Havering,Havering,London,EPN
E01002272,580,40.20%,49.06%,8.01%,1.70%,1.02%,39.82%,48.80%,10.53%,0.51%,0.34%,28.23%,54.01%,16.05%,1.19%,0.51%,37.48%,53.15%,8.86%,0.34%,0.17%,44.12%,44.29%,9.37%,2.04%,0.17%,40.89%,49.74%,8.86%,0.34%,0.17%,45.05%,51.71%,2.90%,0.17%,0.17%,Havering,Havering,London,EPN
E01002273,505,33.33%,57.94%,7.54%,0.20%,0.99%,33.34%,54.55%,10.91%,0.41%,0.78%,25.07%,54.35%,19.40%,0.40%,0.79%,32.38%,57.50%,8.93%,0.60%,0.60%,35.91%,51.39%,10.32%,2.38%,0.00%,32.74%,55.56%,11.11%,0.40%,0.20%,37.30%,58.93%,3.57%,0.20%,0.00%,Havering,Havering,London,EPN
E01002274,715,43.56%,47.90%,5.74%,1.26%,1.54%,42.39%,48.50%,7.71%,0.71%,0.69%,32.49%,51.53%,13.97%,1.04%,0.96%,41.70%,50.53%,6.50%,0.71%,0.55%,47.20%,43.42%,8.26%,0.98%,0.14%,43.70%,48.46%,7.28%,0.28%,0.28%,48.74%,49.02%,1.82%,0.28%,0.14%,Havering,Havering,London,EPN
E01002275,528,33.97%,55.41%,7.02%,1.71%,1.90%,33.83%,52.04%,11.77%,1.05%,1.32%,26.26%,50.75%,20.15%,1.33%,1.52%,33.36%,55.21%,9.14%,1.34%,0.95%,37.95%,48.20%,12.71%,0.76%,0.38%,33.78%,53.51%,11.57%,0.57%,0.57%,38.55%,59.16%,1.34%,0.57%,0.38%,Havering,Havering,London,EPN
E01002276,712,43.90%,42.82%,6.50%,4.88%,1.90%,44.64%,43.02%,7.07%,3.94%,1.34%,36.18%,47.53%,10.17%,4.20%,1.92%,42.46%,45.59%,7.65%,3.75%,0.55%,50.68%,40.11%,5.96%,2.30%,0.95%,47.76%,42.88%,5.83%,2.31%,1.22%,50.68%,43.70%,2.60%,2.05%,0.96%,Havering,Havering,London,EPN
E01002277,623,47.59%,45.82%,3.86%,1.45%,1.29%,48.54%,44.69%,5.69%,1.08%,0.00%,39.47%,49.75%,8.46%,1.42%,0.89%,46.01%,47.86%,4.97%,1.16%,0.00%,51.61%,41.16%,6.27%,0.64%,0.32%,48.07%,45.34%,5.95%,0.32%,0.32%,52.98%,45.09%,1.29%,0.32%,0.32%,Havering,Havering,London,EPN
E01002278,670,48.51%,39.55%,6.27%,3.43%,2.24%,49.41%,40.53%,6.55%,2.40%,1.11%,43.18%,43.97%,8.58%,2.50%,1.79%,48.84%,41.63%,6.26%,2.73%,0.54%,56.72%,37.01%,4.18%,1.19%,0.90%,52.54%,40.90%,4.78%,0.90%,0.90%,56.69%,39.85%,1.65%,0.90%,0.90%,Havering,Havering,London,EPN
E01002279,674,52.45%,44.58%,2.08%,0.30%,0.59%,53.71%,41.83%,4.46%,0.00%,0.00%,44.74%,47.26%,7.41%,0.45%,0.15%,53.07%,43.21%,3.57%,0.15%,0.00%,55.72%,39.97%,4.01%,0.30%,0.00%,52.30%,43.68%,4.01%,0.00%,0.00%,57.65%,41.90%,0.45%,0.00%,0.00%,Havering,Havering,London,EPN
E01002280,686,50.95%,25.26%,11.53%,6.72%,5.55%,51.41%,31.38%,10.35%,4.71%,2.15%,44.40%,36.05%,9.77%,6.85%,2.93%,49.05%,33.42%,10.96%,5.45%,1.12%,64.23%,26.28%,5.55%,2.34%,1.61%,59.97%,30.06%,6.01%,2.35%,1.61%,62.69%,29.55%,3.88%,2.24%,1.64%,Havering,Havering,London,EPN
E01002281,986,47.61%,27.82%,11.27%,7.82%,5.48%,48.50%,33.82%,10.42%,5.58%,1.69%,42.38%,37.97%,9.70%,7.28%,2.67%,47.44%,34.54%,11.15%,6.17%,0.70%,59.29%,32.08%,4.67%,2.23%,1.73%,57.33%,33.10%,5.50%,2.34%,1.73%,58.98%,33.02%,3.95%,2.28%,1.77%,Havering,Havering,London,EPN
E01002282,760,50.66%,31.27%,9.10%,5.01%,3.96%,51.07%,34.76%,8.75%,3.93%,1.49%,45.05%,38.78%,9.11%,5.17%,1.89%,49.06%,36.93%,8.89%,4.18%,0.94%,59.76%,31.53%,5.54%,1.98%,1.19%,56.08%,34.66%,6.08%,1.85%,1.32%,58.74%,34.68%,3.63%,1.75%,1.21%,Havering,Havering,London,EPN
E01002283,565,57.27%,37.59%,3.55%,0.53%,1.06%,57.98%,37.07%,3.78%,0.51%,0.67%,48.42%,43.91%,6.20%,0.57%,0.89%,56.46%,39.05%,3.34%,0.79%,0.36%,63.12%,32.45%,3.72%,0.35%,0.35%,58.87%,37.41%,3.01%,0.35%,0.35%,62.88%,35.68%,0.90%,0.18%,0.36%,Havering,Havering,London,EPN
E01002284,791,52.66%,39.24%,3.54%,1.90%,2.66%,53.23%,39.15%,5.17%,1.47%,0.97%,42.34%,47.41%,6.50%,2.16%,1.59%,49.94%,42.91%,4.92%,1.64%,0.60%,58.61%,36.33%,4.18%,0.51%,0.38%,53.93%,41.37%,4.06%,0.25%,0.38%,58.04%,39.92%,1.40%,0.26%,0.38%,Havering,Havering,London,EPN
