,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,,,,
E01001278,135.5,44.94%,24.91%,13.13%,8.24%,8.79%,45.88%,31.71%,15.81%,5.37%,1.23%,44.81%,30.86%,12.91%,9.09%,2.33%,44.70%,32.46%,16.16%,5.44%,1.25%,60.70%,29.62%,7.20%,1.30%,1.19%,58.72%,32.10%,5.96%,1.58%,1.64%,60.07%,34.74%,2.80%,1.19%,1.20%,Ealing,Ealing,London,LPN
E01001281,75.6,30.71%,32.62%,13.12%,5.01%,18.54%,30.44%,40.87%,19.11%,4.70%,4.88%,28.67%,42.65%,8.80%,13.26%,6.62%,28.21%,43.46%,18.56%,4.80%,4.97%,44.19%,46.02%,7.54%,0.97%,1.28%,41.71%,47.33%,8.48%,1.20%,1.28%,41.38%,53.32%,3.18%,0.81%,1.31%,Ealing,Ealing,London,LPN
E01001308,79.9,37.81%,48.17%,7.51%,3.10%,3.41%,42.90%,44.66%,8.37%,2.98%,1.10%,37.46%,50.73%,6.79%,3.41%,1.61%,40.94%,47.61%,7.32%,3.02%,1.11%,37.93%,52.14%,6.83%,1.75%,1.35%,41.13%,49.01%,7.05%,0.99%,1.83%,47.77%,46.36%,3.49%,1.00%,1.37%,Ealing,Ealing,London,EPN
E01001310,74.7,42.23%,34.88%,10.63%,6.86%,5.40%,43.70%,38.39%,11.15%,5.66%,1.11%,41.00%,40.92%,9.42%,6.44%,2.21%,42.21%,41.04%,9.92%,5.71%,1.12%,51.39%,36.75%,7.47%,2.64%,1.75%,49.61%,37.47%,8.95%,2.23%,1.75%,52.20%,40.61%,3.18%,2.25%,1.76%,Ealing,Ealing,London,EPN
E01001312,99.9,36.86%,36.97%,14.39%,5.89%,5.89%,37.53%,44.13%,12.64%,5.05%,0.65%,34.33%,47.34%,10.73%,6.28%,1.32%,34.70%,48.25%,11.28%,5.11%,0.66%,48.33%,39.25%,8.27%,1.97%,2.19%,47.65%,41.00%,7.73%,1.43%,2.19%,48.02%,45.43%,3.06%,1.28%,2.21%,Ealing,Ealing,London,EPN
E01001313,69.1,42.85%,48.88%,5.19%,1.65%,1.43%,43.92%,46.06%,8.43%,1.37%,0.21%,40.22%,51.29%,6.91%,1.37%,0.21%,41.24%,50.41%,6.77%,1.37%,0.21%,46.08%,43.87%,8.69%,1.02%,0.35%,43.57%,47.73%,7.91%,0.45%,0.35%,47.32%,50.46%,1.43%,0.45%,0.35%,Ealing,Ealing,London,EPN
E01001314,70.2,47.04%,42.53%,6.62%,1.37%,2.44%,48.00%,42.59%,7.30%,1.51%,0.60%,42.62%,48.53%,6.16%,1.46%,1.24%,43.03%,49.03%,5.81%,1.52%,0.61%,52.31%,38.86%,7.38%,0.75%,0.69%,49.39%,42.20%,7.31%,0.41%,0.69%,52.08%,45.30%,1.75%,0.18%,0.70%,Ealing,Ealing,London,EPN
E01001326,76.5,44.51%,25.48%,15.78%,7.76%,6.47%,45.69%,35.59%,12.34%,4.63%,1.76%,43.85%,37.15%,8.21%,8.27%,2.53%,44.32%,37.13%,12.07%,4.70%,1.79%,60.34%,29.88%,5.96%,1.70%,2.12%,57.78%,31.98%,5.79%,1.52%,2.94%,60.75%,32.38%,3.18%,1.55%,2.15%,Ealing,Ealing,London,EPN
E01001342,94.2,32.16%,27.93%,26.74%,6.69%,6.48%,33.06%,47.48%,11.92%,6.08%,1.45%,30.39%,48.38%,10.12%,8.70%,2.41%,30.05%,50.11%,12.16%,6.20%,1.48%,57.72%,30.03%,7.81%,1.61%,2.84%,55.73%,31.42%,8.40%,1.27%,3.18%,57.04%,34.07%,4.70%,1.30%,2.89%,Ealing,Ealing,London,EPN
E01001345,98.7,39.09%,53.88%,4.32%,0.31%,2.39%,42.11%,49.11%,7.35%,1.04%,0.38%,37.25%,55.83%,5.02%,0.83%,1.07%,39.55%,53.97%,5.05%,1.05%,0.39%,42.89%,43.77%,12.55%,0.78%,0.00%,40.13%,50.66%,9.03%,0.19%,0.00%,44.44%,53.49%,1.87%,0.19%,0.00%,Ealing,Ealing,London,EPN
E01001377,108.3,43.38%,31.52%,12.52%,7.09%,5.49%,43.81%,35.55%,13.89%,5.28%,1.48%,42.89%,36.62%,11.24%,7.02%,2.22%,41.19%,38.42%,13.37%,5.48%,1.53%,52.83%,33.09%,9.41%,2.53%,2.15%,49.92%,32.09%,12.89%,2.36%,2.73%,51.16%,40.14%,4.41%,2.07%,2.23%,Ealing,Ealing,London,LPN
E01001390,94.7,51.16%,33.32%,8.44%,4.14%,2.93%,51.97%,35.51%,9.38%,2.41%,0.73%,49.81%,38.56%,6.84%,3.81%,0.99%,50.26%,39.20%,7.37%,2.43%,0.74%,57.87%,33.47%,6.80%,0.91%,0.94%,54.76%,36.55%,6.73%,0.61%,1.35%,58.09%,37.53%,2.82%,0.61%,0.95%,Enfield,Enfield,London,EPN
E01001391,107.8,54.20%,17.51%,10.07%,9.58%,8.64%,54.71%,23.63%,14.07%,6.16%,1.42%,53.88%,24.20%,10.65%,7.31%,3.96%,53.45%,25.14%,13.71%,6.25%,1.44%,63.68%,27.96%,5.35%,1.52%,1.49%,62.91%,28.57%,5.20%,1.53%,1.79%,63.28%,30.25%,3.42%,1.54%,1.51%,Enfield,Enfield,London,EPN
E01001392,91.2,41.85%,46.37%,5.26%,2.17%,4.35%,42.69%,46.39%,7.14%,3.27%,0.52%,40.12%,49.93%,5.03%,3.30%,1.63%,40.71%,49.32%,6.18%,3.28%,0.52%,47.06%,44.67%,6.32%,1.42%,0.53%,42.33%,49.15%,6.49%,0.98%,1.05%,46.82%,49.37%,2.30%,0.99%,0.53%,Enfield,Enfield,London,EPN
E01001393,124.7,45.79%,28.24%,10.59%,8.43%,6.96%,46.75%,33.12%,13.23%,5.57%,1.33%,45.12%,34.29%,10.84%,7.08%,2.68%,45.09%,34.83%,13.06%,5.67%,1.36%,55.87%,34.46%,6.22%,1.62%,1.83%,51.92%,37.93%,6.86%,1.46%,1.83%,54.82%,37.78%,4.16%,1.37%,1.86%,Enfield,Enfield,London,EPN
E01001394,94.4,43.13%,41.93%,7.67%,2.55%,4.72%,44.31%,45.10%,6.04%,3.86%,0.69%,39.59%,50.52%,3.96%,3.42%,2.51%,40.53%,49.54%,5.36%,3.87%,0.69%,52.79%,40.69%,4.73%,1.30%,0.49%,49.28%,43.08%,6.25%,0.90%,0.49%,52.87%,43.46%,2.27%,0.91%,0.49%,Enfield,Enfield,London,EPN
E01001395,74.2,30.86%,39.00%,25.07%,4.48%,0.60%,31.86%,57.11%,8.54%,1.98%,0.51%,30.10%,56.06%,10.51%,2.81%,0.51%,30.80%,60.23%,6.47%,1.99%,0.51%,65.32%,29.67%,4.68%,0.33%,0.00%,63.13%,31.80%,5.07%,0.00%,0.00%,65.26%,34.19%,0.55%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001396,85.9,39.24%,41.68%,7.32%,4.94%,6.82%,40.51%,42.26%,9.21%,5.04%,2.99%,37.93%,46.00%,6.48%,4.54%,5.05%,38.55%,46.07%,7.28%,5.08%,3.02%,46.84%,42.68%,7.26%,1.61%,1.61%,42.67%,48.17%,5.81%,1.74%,1.61%,46.14%,48.62%,2.25%,1.36%,1.62%,Enfield,Enfield,London,EPN
E01001397,106.5,34.96%,37.94%,18.47%,6.35%,2.27%,35.90%,47.50%,14.53%,1.41%,0.66%,33.65%,49.28%,14.65%,1.76%,0.66%,33.97%,50.42%,13.53%,1.42%,0.66%,61.06%,32.94%,5.72%,0.28%,0.00%,57.59%,36.79%,5.62%,0.00%,0.00%,59.08%,39.37%,1.55%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001398,48.8,39.04%,53.16%,4.67%,0.57%,2.55%,40.13%,50.66%,7.21%,0.92%,1.09%,36.08%,56.63%,4.97%,0.84%,1.47%,37.69%,55.30%,5.01%,0.92%,1.09%,42.16%,49.63%,7.25%,0.60%,0.36%,40.25%,49.11%,10.28%,0.00%,0.36%,42.53%,55.75%,1.36%,0.00%,0.36%,Enfield,Enfield,London,EPN
E01001399,47.2,32.98%,61.80%,4.83%,0.00%,0.39%,35.10%,56.85%,7.65%,0.00%,0.39%,31.43%,63.36%,4.82%,0.00%,0.39%,33.09%,62.24%,4.28%,0.00%,0.40%,36.68%,53.12%,9.58%,0.62%,0.00%,34.07%,55.88%,10.05%,0.00%,0.00%,37.76%,60.93%,1.32%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001400,52.3,30.77%,54.96%,10.30%,1.64%,2.32%,31.63%,54.65%,11.02%,1.01%,1.69%,29.45%,59.45%,7.66%,1.74%,1.69%,30.31%,58.84%,8.14%,1.02%,1.70%,39.16%,46.59%,12.14%,1.22%,0.89%,35.68%,49.10%,13.65%,0.36%,1.21%,39.27%,56.23%,3.61%,0.00%,0.89%,Enfield,Enfield,London,EPN
E01001401,50.2,41.94%,44.52%,6.57%,2.93%,4.04%,43.35%,43.86%,8.72%,2.76%,1.31%,37.87%,49.93%,7.70%,2.24%,2.26%,38.85%,49.48%,7.58%,2.78%,1.31%,46.50%,43.63%,7.91%,0.84%,1.13%,43.77%,46.19%,7.96%,0.53%,1.55%,47.14%,48.98%,2.21%,0.54%,1.13%,Enfield,Enfield,London,EPN
E01001402,66.5,37.82%,48.85%,6.37%,3.03%,3.92%,39.76%,45.60%,10.61%,2.31%,1.72%,36.88%,51.06%,7.07%,2.29%,2.70%,37.57%,50.73%,7.66%,2.31%,1.73%,44.71%,44.39%,9.07%,1.10%,0.73%,40.82%,46.24%,11.03%,1.01%,0.90%,44.81%,51.83%,1.91%,0.70%,0.74%,Enfield,Enfield,London,EPN
E01001403,54.5,31.15%,51.02%,16.18%,1.18%,0.47%,32.91%,57.90%,8.02%,1.18%,0.00%,30.22%,62.07%,6.46%,1.25%,0.00%,31.27%,62.19%,5.36%,1.18%,0.00%,50.32%,43.18%,6.06%,0.44%,0.00%,47.13%,45.08%,7.79%,0.00%,0.00%,50.65%,48.69%,0.66%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001404,69.4,40.18%,54.78%,3.11%,0.78%,1.16%,41.49%,49.88%,7.86%,0.35%,0.42%,37.55%,56.75%,4.19%,1.08%,0.42%,38.60%,56.13%,4.49%,0.35%,0.42%,43.16%,46.92%,9.28%,0.29%,0.35%,38.94%,52.67%,7.45%,0.59%,0.35%,43.08%,55.46%,1.11%,0.00%,0.35%,Enfield,Enfield,London,EPN
E01001405,57.5,30.59%,15.87%,26.72%,14.24%,12.58%,31.47%,35.75%,21.54%,9.61%,1.64%,30.90%,33.54%,15.23%,17.96%,2.36%,29.33%,36.64%,22.48%,9.86%,1.68%,56.90%,26.87%,7.45%,4.07%,4.71%,55.87%,24.85%,10.55%,3.83%,4.89%,54.78%,30.33%,6.42%,3.63%,4.84%,Enfield,Enfield,London,EPN
E01001406,84.0,36.55%,31.18%,17.10%,9.05%,6.12%,37.83%,41.95%,13.89%,4.66%,1.66%,36.45%,42.26%,13.18%,5.44%,2.67%,36.65%,43.74%,13.23%,4.70%,1.68%,50.68%,38.04%,7.71%,2.03%,1.54%,49.53%,37.85%,9.47%,1.61%,1.54%,50.38%,42.31%,4.14%,1.62%,1.55%,Enfield,Enfield,London,EPN
E01001407,64.2,40.71%,41.93%,9.14%,3.18%,5.04%,41.27%,44.22%,10.82%,2.46%,1.23%,35.44%,50.95%,7.37%,4.22%,2.03%,35.95%,50.81%,9.52%,2.48%,1.24%,48.17%,41.84%,7.94%,0.82%,1.23%,46.11%,43.50%,8.51%,0.32%,1.56%,47.37%,48.26%,2.81%,0.32%,1.24%,Enfield,Enfield,London,EPN
E01001408,67.6,49.74%,36.75%,6.63%,3.72%,3.16%,50.10%,38.42%,9.32%,1.90%,0.26%,46.67%,42.40%,7.86%,1.97%,1.10%,47.73%,42.29%,7.82%,1.90%,0.26%,55.61%,38.21%,5.39%,0.54%,0.25%,53.17%,40.63%,5.82%,0.13%,0.25%,55.72%,43.29%,0.61%,0.13%,0.25%,Enfield,Enfield,London,EPN
E01001409,103.6,21.99%,19.81%,30.00%,17.44%,10.75%,22.52%,43.02%,23.22%,8.50%,2.74%,21.21%,42.11%,19.16%,14.00%,3.52%,19.47%,44.85%,24.11%,8.74%,2.82%,58.12%,25.72%,8.89%,3.27%,4.00%,56.74%,25.93%,9.87%,3.40%,4.06%,57.05%,28.57%,7.01%,3.26%,4.11%,Enfield,Enfield,London,EPN
E01001410,76.2,35.86%,17.44%,26.00%,13.31%,7.40%,36.59%,39.05%,17.63%,4.96%,1.77%,35.21%,38.64%,14.73%,9.17%,2.24%,31.28%,42.61%,18.92%,5.30%,1.89%,71.64%,19.10%,4.53%,1.72%,3.01%,70.16%,19.68%,5.38%,1.77%,3.01%,69.68%,21.81%,3.57%,1.73%,3.21%,Enfield,Enfield,London,EPN
E01001411,69.2,40.73%,40.15%,11.09%,3.54%,4.50%,42.07%,43.80%,11.05%,2.21%,0.88%,38.62%,47.30%,9.14%,3.72%,1.22%,39.38%,47.56%,9.95%,2.22%,0.89%,50.60%,39.93%,7.33%,1.47%,0.66%,47.79%,40.72%,9.67%,0.92%,0.91%,50.09%,45.30%,3.02%,0.92%,0.67%,Enfield,Enfield,London,EPN
E01001412,82.0,27.81%,32.88%,19.10%,11.30%,8.91%,28.88%,39.80%,17.62%,9.50%,4.21%,27.02%,40.44%,14.73%,11.68%,6.12%,27.48%,40.96%,17.64%,9.65%,4.27%,40.73%,35.41%,14.99%,5.14%,3.72%,37.77%,37.91%,14.82%,4.73%,4.76%,40.76%,43.82%,7.39%,4.25%,3.78%,Enfield,Enfield,London,EPN
E01001413,53.3,29.08%,57.30%,9.48%,2.35%,1.80%,30.08%,55.26%,11.84%,1.42%,1.40%,28.01%,60.69%,8.16%,1.75%,1.40%,28.46%,60.71%,7.99%,1.44%,1.41%,34.99%,49.06%,13.72%,1.38%,0.86%,31.85%,48.76%,17.21%,0.68%,1.51%,34.77%,60.87%,2.81%,0.68%,0.86%,Enfield,Enfield,London,EPN
E01001414,80.2,21.24%,13.97%,31.51%,19.60%,13.68%,21.75%,40.26%,26.12%,9.25%,2.62%,21.03%,37.75%,22.53%,15.52%,3.17%,18.17%,41.69%,27.76%,9.65%,2.73%,51.09%,34.35%,7.45%,2.92%,4.19%,55.67%,27.73%,9.02%,3.15%,4.43%,49.30%,36.43%,6.86%,3.05%,4.36%,Enfield,Enfield,London,EPN
E01001415,86.4,40.13%,29.84%,15.77%,7.81%,6.45%,42.06%,36.63%,14.56%,4.93%,1.82%,40.72%,38.12%,11.42%,7.35%,2.39%,39.75%,40.24%,13.07%,5.06%,1.87%,56.97%,31.09%,7.95%,1.55%,2.44%,51.84%,35.31%,9.07%,1.23%,2.54%,55.90%,37.15%,3.38%,1.07%,2.50%,Enfield,Enfield,London,EPN
E01001416,55.4,27.55%,65.19%,6.56%,0.00%,0.70%,30.11%,55.06%,13.83%,0.31%,0.70%,26.66%,65.22%,7.11%,0.31%,0.70%,28.61%,63.25%,7.13%,0.31%,0.70%,30.50%,53.21%,14.41%,1.87%,0.00%,26.70%,54.56%,18.11%,0.31%,0.32%,31.49%,65.99%,2.51%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001417,54.5,28.09%,51.02%,12.64%,5.00%,3.25%,28.92%,50.68%,15.38%,4.18%,0.83%,27.12%,52.86%,13.20%,5.46%,1.36%,27.11%,53.32%,14.50%,4.23%,0.84%,34.53%,47.31%,13.41%,2.88%,1.87%,32.90%,46.49%,16.67%,1.77%,2.17%,33.70%,57.47%,5.16%,1.78%,1.89%,Enfield,Enfield,London,EPN
E01001418,80.7,43.27%,47.08%,7.91%,1.19%,0.56%,44.64%,44.15%,10.93%,0.00%,0.28%,42.28%,49.76%,7.40%,0.28%,0.28%,43.37%,49.55%,6.80%,0.00%,0.28%,49.98%,39.48%,9.36%,1.17%,0.00%,47.22%,41.74%,10.76%,0.00%,0.28%,50.53%,47.83%,1.64%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001419,77.8,47.24%,39.19%,8.38%,1.63%,3.56%,50.29%,38.65%,8.53%,2.34%,0.20%,48.15%,41.82%,6.36%,1.66%,2.01%,49.45%,41.00%,7.01%,2.34%,0.20%,56.14%,36.72%,6.29%,0.63%,0.21%,50.59%,39.67%,9.42%,0.11%,0.21%,56.80%,42.01%,0.86%,0.11%,0.21%,Enfield,Enfield,London,EPN
E01001420,92.4,47.33%,40.95%,10.19%,0.69%,0.84%,50.17%,38.19%,10.39%,1.26%,0.00%,46.49%,43.04%,9.22%,1.26%,0.00%,47.33%,42.31%,9.10%,1.26%,0.00%,54.96%,36.79%,7.52%,0.73%,0.00%,51.61%,40.29%,8.10%,0.00%,0.00%,54.94%,44.10%,0.97%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001421,86.5,44.05%,31.29%,17.30%,6.49%,0.86%,45.89%,36.63%,16.24%,0.58%,0.67%,43.34%,39.87%,15.83%,0.68%,0.28%,43.97%,39.66%,15.11%,0.68%,0.57%,64.74%,30.13%,4.65%,0.48%,0.00%,59.46%,35.40%,5.13%,0.00%,0.00%,61.47%,37.89%,0.64%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001422,45.9,25.70%,47.29%,16.38%,5.01%,5.62%,26.96%,49.62%,16.87%,5.39%,1.15%,25.09%,51.41%,13.99%,7.99%,1.52%,25.30%,52.59%,15.52%,5.44%,1.16%,36.55%,44.66%,12.90%,3.40%,2.49%,33.13%,46.08%,15.76%,1.80%,3.23%,35.23%,55.15%,5.29%,1.81%,2.51%,Enfield,Enfield,London,EPN
E01001423,118.2,47.90%,40.12%,7.69%,1.47%,2.81%,49.63%,39.58%,9.05%,1.46%,0.28%,46.57%,43.53%,7.36%,1.35%,1.21%,47.20%,43.11%,7.94%,1.47%,0.29%,56.23%,38.06%,5.28%,0.43%,0.00%,52.57%,42.15%,5.29%,0.00%,0.00%,55.83%,43.26%,0.91%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001424,39.8,59.95%,30.94%,5.73%,2.82%,0.56%,62.14%,30.09%,6.09%,1.68%,0.00%,59.30%,33.61%,5.97%,1.11%,0.00%,60.66%,33.50%,4.17%,1.68%,0.00%,69.22%,26.48%,3.92%,0.38%,0.00%,66.16%,30.20%,3.64%,0.00%,0.00%,68.71%,30.91%,0.38%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001425,100.6,29.82%,19.30%,30.67%,9.45%,10.76%,30.58%,40.62%,20.85%,6.77%,1.18%,29.02%,42.39%,20.99%,5.28%,2.32%,29.67%,42.66%,19.72%,6.77%,1.18%,50.30%,47.83%,1.73%,0.14%,0.00%,66.55%,31.75%,1.70%,0.00%,0.00%,50.65%,49.04%,0.31%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001426,126.2,50.55%,38.40%,5.63%,1.82%,3.61%,52.79%,37.33%,6.80%,1.87%,1.22%,48.32%,43.60%,5.00%,0.52%,2.56%,49.59%,42.30%,5.02%,1.87%,1.22%,59.52%,34.62%,5.51%,0.36%,0.00%,55.61%,39.49%,4.90%,0.00%,0.00%,60.12%,39.34%,0.53%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001427,85.7,60.20%,25.19%,5.57%,4.29%,4.76%,61.44%,27.07%,9.28%,2.20%,0.00%,58.46%,30.38%,8.95%,0.00%,2.20%,59.63%,29.54%,8.63%,2.20%,0.00%,64.15%,32.67%,2.90%,0.28%,0.00%,64.01%,32.88%,3.11%,0.00%,0.00%,64.75%,34.83%,0.42%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001428,144.5,45.02%,45.81%,5.72%,2.00%,1.44%,45.60%,45.31%,7.42%,1.16%,0.52%,42.58%,50.66%,4.53%,1.32%,0.90%,44.10%,49.15%,5.08%,1.16%,0.52%,51.25%,38.66%,9.89%,0.20%,0.00%,49.23%,44.71%,5.53%,0.00%,0.52%,52.58%,46.50%,0.92%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001429,109.1,9.12%,10.10%,42.90%,37.88%,0.00%,9.44%,39.01%,51.47%,0.08%,0.00%,9.06%,39.01%,51.93%,0.00%,0.00%,9.23%,39.36%,51.33%,0.08%,0.00%,20.99%,78.45%,0.52%,0.04%,0.00%,57.24%,42.22%,0.54%,0.00%,0.00%,20.99%,78.94%,0.06%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001430,72.1,52.61%,26.61%,4.75%,12.80%,3.23%,54.61%,25.65%,15.91%,1.70%,2.13%,52.37%,27.98%,14.37%,2.88%,2.39%,53.10%,28.08%,14.99%,1.70%,2.13%,60.85%,35.41%,3.49%,0.25%,0.00%,53.72%,42.80%,3.31%,0.00%,0.16%,60.67%,38.96%,0.37%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001431,92.9,35.07%,33.61%,21.99%,6.73%,2.60%,35.95%,49.98%,9.69%,2.99%,1.39%,31.65%,54.15%,9.86%,2.95%,1.39%,32.37%,55.73%,7.53%,2.99%,1.39%,69.72%,26.27%,3.73%,0.29%,0.00%,69.25%,27.80%,2.75%,0.00%,0.20%,70.16%,29.22%,0.63%,0.00%,0.00%,Enfield,Enfield,London,EPN
E01001432,126.6,59.63%,28.84%,3.44%,4.24%,3.86%,60.78%,28.10%,7.89%,2.78%,0.45%,55.73%,33.09%,7.08%,1.77%,2.34%,56.58%,32.87%,7.31%,2.78%,0.45%,63.64%,31.82%,3.65%,0.68%,0.21%,59.91%,35.24%,4.04%,0.37%,0.44%,63.86%,34.93%,0.89%,0.10%,0.21%,Enfield,Enfield,London,EPN
E01001433,103.3,50.93%,32.09%,11.16%,2.64%,3.18%,52.13%,37.39%,6.71%,2.94%,0.83%,46.63%,43.43%,5.24%,3.52%,1.18%,47.23%,43.11%,5.87%,2.96%,0.84%,62.31%,29.15%,5.68%,1.88%,0.97%,59.68%,31.72%,6.11%,1.50%,0.98%,62.24%,33.27%,2.29%,1.22%,0.98%,Enfield,Enfield,London,EPN
E01001434,89.4,46.35%,39.91%,5.03%,3.73%,4.97%,46.91%,39.48%,10.10%,2.82%,0.69%,42.58%,44.93%,8.15%,1.87%,2.47%,44.01%,43.76%,8.72%,2.82%,0.69%,50.29%,42.98%,5.88%,0.53%,0.32%,47.28%,44.96%,7.01%,0.00%,0.75%,51.31%,46.91%,1.47%,0.00%,0.32%,Enfield,Enfield,London,EPN
E01001435,80.1,50.60%,41.92%,4.26%,1.25%,1.97%,51.81%,38.74%,7.64%,1.08%,0.74%,45.63%,45.74%,5.26%,2.63%,0.74%,47.71%,43.94%,6.53%,1.08%,0.74%,52.99%,38.70%,6.20%,1.73%,0.37%,50.10%,42.10%,6.33%,0.71%,0.77%,53.94%,43.04%,1.94%,0.71%,0.38%,Enfield,Enfield,London,EPN
E01001436,102.6,46.80%,40.75%,5.99%,2.19%,4.26%,47.78%,39.95%,8.80%,3.23%,0.24%,43.37%,46.02%,6.02%,3.47%,1.12%,44.63%,44.85%,7.04%,3.24%,0.24%,51.52%,39.66%,6.85%,1.43%,0.54%,48.82%,42.14%,7.52%,0.99%,0.54%,51.75%,44.94%,1.78%,1.00%,0.54%,Enfield,Enfield,London,EPN
E01001437,111.6,45.49%,13.59%,20.76%,9.09%,11.08%,46.71%,30.97%,14.96%,5.55%,1.81%,45.43%,30.05%,10.71%,11.13%,2.68%,31.76%,39.49%,19.37%,7.07%,2.31%,72.86%,19.80%,4.49%,1.30%,1.55%,71.41%,20.65%,5.01%,1.26%,1.67%,67.98%,23.78%,4.73%,1.54%,1.98%,Enfield,Enfield,London,EPN
E01001438,90.6,42.34%,43.37%,8.76%,1.84%,3.69%,43.72%,45.54%,7.41%,2.75%,0.59%,40.83%,49.80%,4.68%,2.68%,2.01%,41.59%,49.21%,5.85%,2.77%,0.59%,53.29%,37.68%,8.00%,0.75%,0.27%,50.70%,39.96%,8.35%,0.71%,0.27%,53.79%,43.03%,2.38%,0.53%,0.28%,Enfield,Enfield,London,EPN
E01001439,123.9,49.71%,26.34%,10.81%,5.80%,7.35%,51.61%,31.42%,10.37%,4.66%,1.95%,49.95%,32.54%,8.72%,5.65%,3.14%,50.14%,33.03%,10.15%,4.71%,1.97%,62.03%,28.79%,6.67%,1.13%,1.38%,58.51%,31.46%,7.54%,0.99%,1.50%,61.55%,32.24%,3.82%,1.00%,1.39%,Enfield,Enfield,London,EPN
E01001440,84.0,49.15%,40.88%,5.36%,1.78%,2.83%,50.78%,40.20%,6.94%,1.21%,0.87%,47.60%,44.83%,5.26%,0.92%,1.40%,48.46%,44.10%,5.35%,1.21%,0.87%,55.36%,36.95%,6.55%,0.50%,0.63%,52.84%,39.67%,6.62%,0.24%,0.63%,55.96%,41.26%,1.91%,0.24%,0.63%,Enfield,Enfield,London,EPN
E01001441,76.6,32.90%,24.28%,16.91%,18.91%,7.00%,33.59%,37.16%,22.82%,3.87%,2.56%,30.78%,39.40%,20.96%,5.96%,2.91%,30.48%,40.59%,22.43%,3.91%,2.59%,62.96%,27.61%,6.25%,1.46%,1.73%,60.48%,30.73%,5.50%,1.57%,1.73%,61.97%,32.04%,3.01%,1.23%,1.75%,Enfield,Enfield,London,EPN
E01001442,97.6,24.69%,14.90%,20.63%,23.86%,15.92%,25.19%,31.50%,29.63%,11.52%,2.16%,23.68%,31.79%,26.02%,9.78%,8.74%,22.92%,33.17%,30.01%,11.70%,2.20%,61.58%,29.18%,4.72%,2.15%,2.37%,60.95%,29.01%,5.63%,2.03%,2.37%,60.46%,31.78%,3.46%,1.89%,2.41%,Enfield,Enfield,London,EPN
E01001444,91.7,35.57%,44.77%,8.62%,4.27%,6.76%,36.40%,48.96%,11.46%,2.59%,0.59%,33.85%,50.99%,7.68%,5.67%,1.82%,34.93%,51.09%,10.77%,2.61%,0.59%,44.09%,45.90%,8.94%,0.55%,0.52%,41.57%,51.18%,6.39%,0.34%,0.52%,43.88%,53.59%,1.67%,0.34%,0.52%,Enfield,Enfield,London,EPN
E01001445,153.3,28.42%,19.93%,26.65%,13.33%,11.67%,29.14%,40.86%,20.80%,8.03%,1.17%,27.64%,39.50%,16.26%,13.86%,2.75%,26.56%,42.70%,21.35%,8.19%,1.19%,58.75%,29.19%,6.22%,2.41%,3.44%,58.05%,28.84%,7.25%,2.31%,3.54%,57.50%,32.10%,4.60%,2.30%,3.51%,Enfield,Enfield,London,EPN
